fazenda;fb.total;gmd;iep;mortalidade;mort_inicial;vazio;ef_microb;classificacao;densidade;caaj
845;5570;71;400;5,5;0,5;18;40;4;13;1,713
846;5670;71;390;5,2;0,5;18;10;4;13;1,729
847;5800;70;370;6;0,7;16;60;4;14;1,779
848;5560;70;390;4,8;1,1;16;20;4;13;1,739
849;5690;75;400;7,6;0,9;16;10;5;14;1,67
850;5640;72;390;7,9;0,9;17;80;4;14;1,711
851;5700;72;380;6,9;1;17;60;3;14;1,737
852;5790;72;370;7,6;1,1;16;70;3;14;1,737
853;5730;72;390;9,7;1,1;17;60;3;14;1,717
854;6010;73;390;8,8;1,1;16;70;3;14;1,707
855;5890;73;390;7,5;1,1;17;70;4;14;1,709
856;5800;72;380;6,8;1;17;50;3;13;1,719
857;5650;72;380;6,6;0,9;17;50;3;13;1,689
858;5870;71;390;4,6;1;17;60;4;13;1,695
859;5560;72;390;6,4;1;17;60;4;13;1,693
860;5710;71;390;4,8;0,9;16;0;5;13;1,697
861;5500;68;380;4,7;0,5;17;60;3;12;1,749
862;5400;64;320;6,2;1,4;16;80;3;13;1,866
863;5510;71;380;5,7;1;16;80;4;13;1,728
864;5880;69;360;8,1;1,2;18;40;3;13;1,788
865;5350;69;370;6,2;1,1;18;30;3;13;1,791
866;5710;70;370;6,5;1;17;60;3;13;1,806
867;5230;69;360;6,6;1,1;17;70;2;14;1,77
868;5660;74;420;4,8;0,9;17;30;4;13;1,69
869;5580;72;390;7,7;1;16;10;4;12;1,69
870;5620;70;360;5,5;1;18;40;5;14;1,754
871;5640;69;360;6,3;0,9;18;20;5;14;1,802
872;5720;72;380;6,1;0,8;21;70;2;12;1,729
873;5700;70;350;8,4;0,8;16;70;3;14;1,816
874;5490;70;360;7,8;0,8;17;70;3;13;1,753
875;5730;70;360;7;0,9;17;70;3;13;1,756
876;5630;71;370;7,7;0,7;16;20;3;13;1,745
877;6220;75;420;5,3;0,8;18;20;4;9;1,651
878;5790;66;350;7,9;0,6;17;50;4;14;1,825
879;5650;65;340;8,2;0,6;17;60;3;14;1,813
880;5960;72;400;4,8;0,6;16;10;5;13;1,718
881;5970;71;400;4;0,7;16;40;5;12;1,696
882;5260;71;380;5,6;1;17;70;4;14;1,718
883;5550;71;380;5,9;1;17;50;3;14;1,702
884;5450;71;390;7,2;0,9;17;70;4;14;1,731
887;5910;70;330;9,6;1;16;80;3;13;1,809
888;5860;72;400;6,7;0,8;16;30;4;14;1,726
889;5910;70;350;8,9;0,8;17;60;4;14;1,794
890;5390;68;360;5,8;1,2;17;40;3;13;1,768
891;5680;71;380;4,6;0,8;17;50;3;14;1,727
892;5310;71;380;5,1;0,7;17;90;3;14;1,749
893;5280;72;380;6,2;0,7;16;90;3;14;1,696
894;5340;63;330;5,1;0,6;16;60;4;14;1,877
895;5890;74;400;7;0,8;18;30;3;13;1,687
896;5870;76;410;6,4;0,9;20;40;3;13;1,662
897;5870;75;400;6,7;1;19;40;3;13;1,684
898;5820;76;420;7,1;1;19;60;3;13;1,636
899;5310;73;390;6,6;1,1;16;10;4;14;1,696
900;5260;72;390;7,5;1,1;16;20;4;14;1,714
901;5550;72;380;7,2;1;17;60;3;12;1,716
902;5400;71;390;7,9;1,1;17;50;3;12;1,679
903;5510;70;370;6,5;1,1;17;20;4;14;1,735
904;5690;73;410;5,6;1;16;20;4;13;1,679
905;5270;69;350;7;1,3;18;50;3;13;1,849
906;5510;69;360;6,9;0,7;18;80;3;13;1,783
907;5800;72;380;6;0,7;16;10;3;14;1,723
908;5580;68;360;6,8;1,2;16;60;5;14;1,778
909;5420;70;370;6,5;1,3;16;60;5;14;1,781
910;5360;66;330;6,8;1;16;50;2;15;1,886
911;5210;66;350;6,4;1;16;60;3;14;1,814
912;6150;72;370;8,8;0,7;17;20;4;13;1,723
913;5700;71;380;4,9;0,8;16;60;4;14;1,772
914;5790;73;390;5,2;1;16;50;4;14;1,722
915;5410;71;380;8,5;1;15;40;3;14;1,744
916;5690;72;380;6,5;0,9;16;60;3;14;1,737
917;5640;71;380;6,6;1;16;60;3;14;1,739
918;5720;74;400;6;1;17;30;3;13;1,689
919;5450;73;400;6;0,9;17;50;2;13;1,704
920;5660;72;380;6,3;1,1;17;50;3;13;1,737
921;5500;71;400;4,8;0,7;16;40;4;14;1,672
922;5540;72;400;4,9;0,6;16;40;4;13;1,67
923;6020;72;390;6,6;0,8;16;50;4;13;1,696
924;5580;72;370;7,2;0,9;17;30;2;12;1,743
925;5630;71;380;7,5;0,8;17;40;2;12;1,731
926;5480;71;370;7,2;0,7;18;30;3;13;1,773
927;5580;70;360;9;0,8;17;50;3;13;1,784
928;5850;74;400;6,8;0,8;19;20;3;13;1,715
929;5860;75;390;6,3;1;19;30;3;13;1,717
930;5820;74;390;6,9;0,8;19;40;3;13;1,698
931;5880;75;400;5,3;0,7;19;40;3;13;1,693
932;5490;70;370;7,2;0,7;18;80;3;13;1,762
933;5600;71;380;5,3;0,7;18;50;4;13;1,73
934;5690;69;360;7,7;0,8;17;30;4;13;1,782
935;5470;71;390;6,1;0,8;18;40;3;14;1,702
936;5160;68;360;5,4;0,8;15;40;3;14;1,772
937;5260;69;360;6,6;0,8;15;60;3;14;1,771
938;5510;70;390;7;0,9;17;40;4;14;1,742
939;5340;69;370;7,1;0,9;17;20;4;14;1,804
940;5750;72;380;6,7;0,9;17;50;3;13;1,733
941;5670;71;380;5,6;0,7;16;50;3;13;1,751
942;5710;71;390;6,4;0,8;16;50;3;13;1,741
943;5410;68;390;4,4;0,9;17;50;4;13;1,745
944;5750;69;360;6,8;1;16;50;2;14;1,736
945;5400;68;360;5,1;0,8;17;30;4;14;1,787
946;5270;70;390;6,6;0,9;19;40;4;14;1,702
947;5180;70;380;6,4;0,9;20;70;4;14;1,733
948;5850;69;340;9,8;1,1;18;30;3;13;1,789
949;5450;68;370;5,3;1;16;70;3;14;1,764
950;5340;67;370;5,7;1,1;16;70;4;14;1,753
951;5450;70;380;5,6;1,2;17;30;3;13;1,748
952;5370;70;390;6,8;0,8;19;50;3;13;1,755
953;5470;69;370;6,6;1;19;60;3;13;1,776
954;5100;68;370;6,2;0,6;19;70;2;13;1,767
955;5260;68;370;6,8;0,8;19;70;2;13;1,781
956;5340;69;380;5,7;0,8;18;50;2;14;1,757
957;5650;71;360;5,8;0,8;17;60;4;13;1,807
958;5780;72;400;6,3;0,6;16;70;4;13;1,698
959;5580;70;370;7,7;0,9;17;50;3;12;1,765
960;5680;71;380;8,2;0,7;17;50;3;12;1,712
961;5580;72;360;9;0,5;17;70;2;13;1,778
962;5780;71;380;7,5;0,6;17;80;2;13;1,765
963;5560;71;370;8,3;1;17;40;4;14;1,736
964;5830;71;390;5,7;0,8;16;70;4;14;1,715
965;5880;72;390;6,7;0,9;16;70;3;14;1,711
966;5600;71;380;6,4;0,7;16;70;3;14;1,73
967;5760;72;390;6,6;0,9;16;70;4;14;1,711
968;5710;73;380;6,2;0,7;16;80;4;14;1,706
969;5780;71;380;6,8;0,7;16;50;4;14;1,706
970;5590;71;390;5,7;0,8;16;40;2;14;1,686
971;5460;69;370;5,7;0,7;16;50;4;14;1,72
972;5460;68;370;5;0,6;15;60;4;14;1,772
973;5450;68;370;4,7;0,7;16;70;4;14;1,749
974;5730;70;360;8,1;0,8;18;60;2;13;1,823
975;5560;70;370;7,1;0,6;17;50;3;13;1,812
976;5920;69;350;7,4;0,6;18;60;3;13;1,822
977;5280;70;350;7,9;0,6;18;50;2;13;1,811
978;5710;70;360;8;0,9;16;70;3;13;1,777
979;5630;71;380;5,6;1;16;50;3;13;1,704
980;5820;69;330;12,1;1,2;16;50;3;14;1,816
981;5670;73;390;7,6;1;17;50;4;14;1,725
982;5600;72;370;7,8;1;17;60;4;14;1,784
983;5460;72;380;7,4;1,2;17;30;2;13;1,72
984;5780;72;390;6,6;0,7;17;70;4;14;1,712
985;5770;70;380;6,7;0,7;17;70;4;13;1,746
986;5410;72;380;7,1;0,7;16;80;3;14;1,745
987;5720;69;360;6,5;0,7;17;90;3;13;1,771
988;5790;68;360;6,2;0,6;16;20;4;13;1,786
989;5720;68;370;6,5;0,6;16;10;4;13;1,806
990;5380;70;380;4,6;0,9;16;60;4;14;1,719
991;5520;70;390;5,1;1;16;50;4;14;1,724
992;5350;70;390;4,8;1;16;50;4;14;1,712
993;5520;69;360;7,2;0,6;18;50;3;14;1,763
994;5510;71;390;6,6;0,5;17;60;3;12;1,729
995;5480;72;380;6,2;0,5;17;50;3;13;1,728
996;6110;71;360;7,9;0,6;17;70;2;13;1,779
997;5630;72;400;5,8;0,8;17;60;4;13;1,701
998;5660;72;400;5,5;0,6;17;50;4;13;1,707
999;5740;73;410;5,9;0,6;17;80;4;13;1,7
